"Collection Name","Content Note","Title#1","Title Type#1","Name#1","Name Role Term Text#1","Name URI#1","Name#2","Name Role Term Text#2","Name URI#2","Name#3","Name Role Term Text#3","Name URI#3","Name#4","Name Role Term Text#4","Name URI#4","Name#5","Name Role Term Text#5","Name URI#5","Name#6","Name Role Term Text#6","Name URI#6","Name#7","Name URI#7","Name#8","Name URI#8","Name#9","Name URI#9","Resource Type#1","Resource Type URI#1","Genre#1","Genre URI#1","Genre#2","Genre URI#2","Place Created#1","Publisher#1","Date Issued#1","Date Created#1","Publisher#2","Date Issued#2","Language Term#1","Language Term URI#1","Language Term Type#1","Form#1","Form URI#1","Extent#1","Abstract#1","Table of Contents#1","Note#1","Subject Topic#1","Subject Topic URI#1","Subject Topic#2","Subject Topic URI#2","Subject Topic#3","Subject Topic URI#3","Subject Topic#4","Subject Topic URI#4","Subject Topic#5","Subject Topic URI#5","Subject Topic#6","Subject Topic URI#6","Subject Name#1","Subject Name URI#1","Subject Name#10","Subject Name URI#10","Subject Name#11","Subject Name URI#11","Subject Name#12","Subject Name URI#12","Subject Name#13","Subject Name URI#13","Subject Name#14","Subject Name URI#14","Subject Name#15","Subject Name URI#15","Subject Name#2","Subject Name URI#2","Subject Name#3","Subject Name URI#3","Subject Name#4","Subject Name URI#4","Subject Name#5","Subject Name URI#5","Subject Name#6","Subject Name URI#6","Subject Name#7","Subject Name URI#7","Subject Name#8","Subject Name URI#8","Subject Name#9","Subject Name URI#9","Subject Geographic#1","Subject Geographic URI#1","Subject Geographic#2","Subject Geographic URI#2","Subject Geographic#3","Subject Geographic URI#3","Subject Temporal#1","Subject Temporal URI#1","Subject Title#1","Subject Title URI#1","Subject Title#2","Subject Title URI#2","Identifier#1","Identifier ARK#1","Physical Location#1","Shelf Locator#1","Date Captured#1","Internet Media Type#1","Internet Media Type URI#1","Digital Origin#1","Access Condition#1","Access Condition URI#1","ln_RECORDID","ln_MEDIAID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME"
"Boulder Gay Liberation Collection","","A letter from Stanley Hohnholz about coming out and joining the Boulder Gay Liberation Front","Devised","Hohnholz, Stan","author","http://id.loc.gov/authorities/names/no2023067290","","","","","","","","","","","","","","","","","","","","","","Manuscript","http://id.loc.gov/vocabulary/resourceTypes/man","Autobiographies","http://id.loc.gov/authorities/genreForms/gf2014026047","","","","","","Undated","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","drafts (documents)","http://vocab.getty.edu/page/aat/300026931","2 unnumbered pages","A handwritten document briefly describing an anonymous person's experience coming out and then getting involved with the Boulder Gay Liberation Front.","","","Coming out","https://homosaurus.org/v3/homoit0000295","LGBTQ+ clubs","https://homosaurus.org/v3/homoit0000836","LGBTQ+ movement","https://homosaurus.org/v3/homoit0001026","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_17_03.pdf","https://ark.colorado.edu/ark:/47540/85171h2484qs","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 17","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","126","1254352","5343","narv_BGL_COU193_01_17_03.pdf"
"Boulder Gay Liberation Collection","","Vol. 1, No. 1 of the Boulder Gay Liberation Front Newsletter","Devised","","","","","","","","","","","","","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Informational works","http://id.loc.gov/authorities/genreForms/gf2014026113","editorials","http://vocab.getty.edu/page/aat/300026284","Boulder (Colo.)","Boulder Gay Liberation Front","1972-03-04","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","newsletters","http://vocab.getty.edu/page/aat/300026652","2 unnumbered pages","Volume 1, issue 1 of a student developed newsletter for the Boulder Gay Liberation Front student group. This edition talks about the history of Boulder Gay Liberation and their meetings.","","","College student newspapers and periodicals","http://id.worldcat.org/fast/867966","LGBTQ+ clubs","https://homosaurus.org/v3/homoit0000836","LGBTQ+ events","https://homosaurus.org/v3/homoit0000861","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_14_03.pdf","https://ark.colorado.edu/ark:/47540/zr2d1h2043jv","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 14","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","69","1254270","5343","narv_BGL_COU193_01_14_03.pdf"
"Boulder Gay Liberation Collection","","Vol. 1, No. 1 of the Boulder Gay Record","Devised","","","","","","","","","","","","","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Informational works","http://id.loc.gov/authorities/genreForms/gf2014026113","editorials","http://vocab.getty.edu/page/aat/300026284","Boulder (Colo.)","Boulder Gay Liberation Front","1973-05-02","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","newsletters","http://vocab.getty.edu/page/aat/300026652","4 unnumbered pages","Volume 1, issue 1 of a student developed newsletter for the Boulder Gay Liberation Front student group. The title of the newsletter reads as, ""Boulder Gay Record."" This newsletter includes a schedule of Boulder Gay Liberation events and multiple advice columns.","","","College student newspapers and periodicals","http://id.worldcat.org/fast/867966","LGBTQ+ clubs","https://homosaurus.org/v3/homoit0000836","Coming out","https://homosaurus.org/v3/homoit0000295","LGBTQ+ events","https://homosaurus.org/v3/homoit0000861","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_14_07.pdf","https://ark.colorado.edu/ark:/47540/zh0p531010jz","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 14","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","73","1254262","5343","narv_BGL_COU193_01_14_07.pdf"
"Boulder Gay Liberation Collection","","Vol. 1, No. 1 of the Boulder Gayly Planet","Devised","","","","","","","","","","","","","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Informational works","http://id.loc.gov/authorities/genreForms/gf2014026113","editorials","http://vocab.getty.edu/page/aat/300026284","Boulder (Colo.)","Boulder Gay Liberation Front","1971-09-25","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","periodicals","http://vocab.getty.edu/page/aat/300026657","6 unnumbered pages","Volume 1, issue 1 of a student developed publication called the Gayly Planet from the Boulder Gay Liberation Front student group. This edition is the first publication of the Boulder Gayly Planet, the publication of the Boulder Gay Liberation Front. The Gayly Planet is a publication meant to ""...inform not only the gay community, but the entire community..."" of LGBTQ+ discrimination due to beliefs by the community that ignorance and fear of LGBTQ+ behavior caused homophobia and oppression.","","","College student newspapers and periodicals","http://id.worldcat.org/fast/867966","LGBTQ+ discrimination","https://homosaurus.org/v3/homoit0000356","Gay liberation","https://homosaurus.org/v3/homoit0000500","LGBTQ+ clubs","https://homosaurus.org/v3/homoit0000836","LGBTQ+ events","https://homosaurus.org/v3/homoit0000861","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Daily Camera","local","","","narv_BGL_COU193_01_14_01.pdf","https://ark.colorado.edu/ark:/47540/jb6w1c30f7xt","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 14","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","67","1254274","5343","narv_BGL_COU193_01_14_01.pdf"
"Boulder Gay Liberation Collection","","Vol. 1, No. 1 of the Sodom and Gomorrah Clarion ~ Eagle newsletter","Devised","","","","","","","","","","","","","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Informational works","http://id.loc.gov/authorities/genreForms/gf2014026113","editorials","http://vocab.getty.edu/page/aat/300026284","Boulder (Colo.)","Boulder Gay Liberation Front","1972-11-15","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","newsletters","http://vocab.getty.edu/page/aat/300026652","2 unnumbered pages","Volume 1, issue 1 of a student developed newsletter for the Boulder Gay Liberation Front student group. The title of the newsletter reads as, ""Sodom and Gomorrah, Clarion ~ Eagle."" This newsletter includes a schedule of Boulder Gay Liberation events and information on the symbolism of the lambda.","","","College student newspapers and periodicals","http://id.worldcat.org/fast/867966","LGBTQ+ clubs","https://homosaurus.org/v3/homoit0000836","Lambda","https://homosaurus.org/v3/homoit0000698","Dance parties","http://id.worldcat.org/fast/887556","LGBTQ+ events","https://homosaurus.org/v3/homoit0000861","","","Hunter, Alex","local","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_14_06.pdf","https://ark.colorado.edu/ark:/47540/2b050h51k7zn","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 14","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","72","1254264","5343","narv_BGL_COU193_01_14_06.pdf"
"Boulder Gay Liberation Collection","","Vol. 1, No. 2 of the Boulder Gayly Planet","Devised","","","","","","","","","","","","","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Informational works","http://id.loc.gov/authorities/genreForms/gf2014026113","editorials","http://vocab.getty.edu/page/aat/300026284","Boulder (Colo.)","Boulder Gay Liberation Front","1971-10-25","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","periodicals","http://vocab.getty.edu/page/aat/300026657","4 unnumbered pages","Volume 1, issue 2 of a student developed publication called the Gayly Planet from the Boulder Gay Liberation Front student group. The Gayly Planet is a publication meant to ""...inform not only the gay community, but the entire community..."" of LGBTQ+ discrimination due to ignorance and fear of LGBTQ+ behavior. This edition includes articles regarding Gay Liberation actions, as well as anti-war protests and church support.","","","College student newspapers and periodicals","http://id.worldcat.org/fast/867966","LGBTQ+ discrimination","https://homosaurus.org/v3/homoit0000356","Gay liberation","https://homosaurus.org/v3/homoit0000500","Dance parties","http://id.worldcat.org/fast/887556","LGBTQ+ clubs","https://homosaurus.org/v3/homoit0000836","LGBTQ+ events","https://homosaurus.org/v3/homoit0000861","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_14_02.pdf","https://ark.colorado.edu/ark:/47540/4z464z1545cx","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 14","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","68","1254272","5343","narv_BGL_COU193_01_14_02.pdf"
"Boulder Gay Liberation Collection","","Vol. 1, No. 2 of the Lesbian, Bisexual, and Gay Alumni News","Devised","","","","","","","","","","","","","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Informational works","http://id.loc.gov/authorities/genreForms/gf2014026113","","","Boulder (Colo.)","Lesbian, Bisexual, and Gay Alumni Association","1995","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","newsletters","http://vocab.getty.edu/page/aat/300026652","4 unnumbered pages","Volume 1, issue 2 of the Lesbian, Bisexual, and Gay (LGB) Alumni newsletter. The newsletter provides information about upcoming events. The last page of the newsletter is a reflection piece where alumni provided their perspectives as LGB college students at the University of Colorado Boulder.","","The University of Colorado Boulder Libraries make the best effort to adhere to all known copyright and rights of privacy, publicity, or trademark of our materials. However, this collection contains items where the rights are unclear (e.g., when we encounter copyright information that, relative to the work in hand, is ambiguous or contradictory). We are eager to hear from any rights owners so that we may obtain the most accurate information, and update our records and online holdings. Parties who have additional information about the item(s), or who wish to contest the use of the item(s), may contact rad@colorado.edu. Please include a description of the item(s) and the reason why we should remove it from our digital library. We will review the request and make a determination.","LGBTQ+ events","https://homosaurus.org/v3/homoit0000851","LGBTQ+ alumni groups","https://homosaurus.org/v3/homoit0003032","Collective memory","http://id.worldcat.org/fast/1739814","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_02_07_02.pdf","https://ark.colorado.edu/ark:/47540/wf608525s1x3","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 2 | folder 7","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","184","1254462","5343","narv_BGL_COU193_02_07_02.pdf"
"Boulder Gay Liberation Collection","","Vol. 1, No. 3 of the Boulder Gay Record","Devised","","","","","","","","","","","","","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Informational works","http://id.loc.gov/authorities/genreForms/gf2014026113","editorials","http://vocab.getty.edu/page/aat/300026284","Boulder (Colo.)","Boulder Gay Liberation Front","1974-03","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","newsletters","http://vocab.getty.edu/page/aat/300026652","9 unnumbered pages","Volume 1, issue 3 of a student developed newsletter for the Boulder Gay Liberation Front student group. The title of the newsletter reads as, ""The Boulder Gay Record."" The main topic of the newsletter is about approval for the Sexual Orientation Amendment in Boulder, Colorado.","","","College student newspapers and periodicals","http://id.worldcat.org/fast/867966","LGBTQ+ clubs","https://homosaurus.org/v3/homoit0000836","Ordinances, Municipal","http://id.worldcat.org/fast/1047406","Discrimination--Law and legislation","http://id.worldcat.org/fast/894991","LGBTQ+ events","https://homosaurus.org/v3/homoit0000861","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_14_08.pdf","https://ark.colorado.edu/ark:/47540/1s7t4n8540t7","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 14","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","74","1254260","5343","narv_BGL_COU193_01_14_08.pdf"
"Boulder Gay Liberation Collection","","Vol. 1, No. 4 of Places Plus directory","Devised","","","","","","","","","","","","","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","commercial directories","http://vocab.getty.edu/page/aat/300026260","","","Denver (Colo.)","Advertising Dynamics, Inc.","1982-01","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","brochures","http://vocab.getty.edu/page/aat/300248280","17 unnumbered pages","A directory titled, ""Places Plus -- Volume 1, Number 4 -- January, 1982."" The magazine offers advertisements for various businesses, goods, and services aimed towards the LGBTQ+ community in Colorado.","","The University of Colorado Boulder Libraries make the best effort to adhere to all known copyright and rights of privacy, publicity, or trademark of our materials. However, this collection contains items where the rights are unclear (e.g., when we encounter copyright information that, relative to the work in hand, is ambiguous or contradictory). We are eager to hear from any rights owners so that we may obtain the most accurate information, and update our records and online holdings. Parties who have additional information about the item(s), or who wish to contest the use of the item(s), may contact rad@colorado.edu. Please include a description of the item(s) and the reason why we should remove it from our digital library. We will review the request and make a determination.","LGBTQ+-focused businesses","https://homosaurus.org/v3/homoit0001741","LGBTQ+-owned businesses","https://homosaurus.org/v3/homoit0001735","Advertising","http://id.worldcat.org/fast/797511","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_02_08_10.pdf","https://ark.colorado.edu/ark:/47540/kn5h3x03c5n3","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 2 | folder 8","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","194","1254472","5343","narv_BGL_COU193_02_08_10.pdf"
"Boulder Gay Liberation Collection","","Vol. 1, No. 4 of the Boulder Gay Liberation Front Newsletter","Devised","","","","","","","","","","","","","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Informational works","http://id.loc.gov/authorities/genreForms/gf2014026113","editorials","http://vocab.getty.edu/page/aat/300026284","Boulder (Colo.)","Boulder Gay Liberation Front","1972-06-22","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","newsletters","http://vocab.getty.edu/page/aat/300026652","2 unnumbered pages","Volume 1, issue 4 of a student developed newsletter for the Boulder Gay Liberation Front student group. This newsletter contains articles about the Boulder political scene, Boulder Gay Liberation meetings, and Pride Week celebrations.","","","College student newspapers and periodicals","http://id.worldcat.org/fast/867966","LGBTQ+ clubs","https://homosaurus.org/v3/homoit0000836","Gay pride week","https://homosaurus.org/v3/homoit0000523","LGBTQ+ events","https://homosaurus.org/v3/homoit0000861","","","","","Buckwheat (Musical group)","http://id.loc.gov/authorities/names/n94095593","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_14_04.pdf","https://ark.colorado.edu/ark:/47540/0v604j7780jm","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 14","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","70","1254268","5343","narv_BGL_COU193_01_14_04.pdf"
"Boulder Gay Liberation Collection","","Vol. 1, No. 4 of the Boulder Gay Record","Devised","","","","","","","","","","","","","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Informational works","http://id.loc.gov/authorities/genreForms/gf2014026113","editorials","http://vocab.getty.edu/page/aat/300026284","Boulder (Colo.)","Boulder Gay Liberation Front","1974-04","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","newsletters","http://vocab.getty.edu/page/aat/300026652","11 unnumbered pages","Volume 1, issue 4 of a student developed newsletter for the Boulder Gay Liberation Front student group. The title of the newsletter reads as, ""The Boulder Gay Record."" The main topic of the newsletter is about approval for the Sexual Orientation Amendment. This edition also includes information about a trial regarding gay public displays of affection, and an education film project.","","","College student newspapers and periodicals","http://id.worldcat.org/fast/867966","LGBTQ+ clubs","https://homosaurus.org/v3/homoit0000836","Ordinances, Municipal","http://id.worldcat.org/fast/1047406","Discrimination--Law and legislation","http://id.worldcat.org/fast/894991","LGBTQ+ events","https://homosaurus.org/v3/homoit0000861","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_14_09.pdf","https://ark.colorado.edu/ark:/47540/zr2n0709d1xh","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 14","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","75","1254258","5343","narv_BGL_COU193_01_14_09.pdf"
"Boulder Gay Liberation Collection","","Vol. 3 No. 4 of the Unitarian Universalist Gay Caucus Newsletter","Devised","","","","","","","","","","","","","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Informational works","http://id.loc.gov/authorities/genreForms/gf2014026113","","","","Unitarian Universalist Gay Caucus","1973-12/1974-01","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","newsletters","http://vocab.getty.edu/page/aat/300026652","8 unnumbered pages","A newsletter from the Unitarian Universalist Gay Caucus.","","The University of Colorado Boulder Libraries make the best effort to adhere to all known copyright and rights of privacy, publicity, or trademark of our materials. However, this collection contains items where the rights are unclear (e.g., when we encounter copyright information that, relative to the work in hand, is ambiguous or contradictory). We are eager to hear from any rights owners so that we may obtain the most accurate information, and update our records and online holdings. Parties who have additional information about the item(s), or who wish to contest the use of the item(s), may contact rad@colorado.edu. Please include a description of the item(s) and the reason why we should remove it from our digital library. We will review the request and make a determination.","LGBTQ+ religious people","https://homosaurus.org/v3/homoit0000928","LGBTQ+ Christians","https://homosaurus.org/v3/homoit0000265","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_02_01_05.pdf","https://ark.colorado.edu/ark:/47540/hd057528b8sw","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 2 | folder 1","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","153","1254396","5343","narv_BGL_COU193_02_01_05.pdf"
"Boulder Gay Liberation Collection","","Vol. 3, No. 2 of the Boulder Gay Record","Devised","","","","","","","","","","","","","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Informational works","http://id.loc.gov/authorities/genreForms/gf2014026113","editorials","http://vocab.getty.edu/page/aat/300026284","Boulder (Colo.)","Boulder Gay Liberation Front","1976-04-21","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","newsletters","http://vocab.getty.edu/page/aat/300026652","3 unnumbered pages","Volume 3, issue 2 of a student developed newsletter for the Boulder Gay Liberation Front student group. The title of the newsletter reads as, ""The Boulder Gay Record."" This edition includes a schedule of various Boulder Gay Liberation events, information about the Fort Collins Gay Alliance Unity Day, and a copy of an article from the Rocky Mountain News about how a car accident changed a man's ""personality and altered his sexuality.""","","","College student newspapers and periodicals","http://id.worldcat.org/fast/867966","LGBTQ+ clubs","https://homosaurus.org/v3/homoit0000836","LGBTQ+ events","https://homosaurus.org/v3/homoit0000861","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Rocky Mountain News","local","","","narv_BGL_COU193_01_14_11.pdf","https://ark.colorado.edu/ark:/47540/pb2x8g60q5cs","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 14","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","77","1254254","5343","narv_BGL_COU193_01_14_11.pdf"
"Boulder Gay Liberation Collection","","Vol. 3, No. 2 of The Directory","Devised","","","","","","","","","","","","","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","commercial directories","http://vocab.getty.edu/page/aat/300026260","","","Denver (Colo.)","The Directory, Ltd.","Undated","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","brochures","http://vocab.getty.edu/page/aat/300248280","29 unnumbered pages","A directory titled, ""The Directory: Volume 3, Number 2."" The brochure offers advertisements for various businesses, goods, and services aimed towards the LGBTQ+ community in Colorado.","","The University of Colorado Boulder Libraries make the best effort to adhere to all known copyright and rights of privacy, publicity, or trademark of our materials. However, this collection contains items where the rights are unclear (e.g., when we encounter copyright information that, relative to the work in hand, is ambiguous or contradictory). We are eager to hear from any rights owners so that we may obtain the most accurate information, and update our records and online holdings. Parties who have additional information about the item(s), or who wish to contest the use of the item(s), may contact rad@colorado.edu. Please include a description of the item(s) and the reason why we should remove it from our digital library. We will review the request and make a determination.","LGBTQ+-focused businesses","https://homosaurus.org/v3/homoit0001741","LGBTQ+-owned businesses","https://homosaurus.org/v3/homoit0001735","Advertising","http://id.worldcat.org/fast/797511","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_02_08_07.pdf","https://ark.colorado.edu/ark:/47540/2h4j3c37h7k2","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 2 | folder 8","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","191","1254476","5343","narv_BGL_COU193_02_08_07.pdf"
"Boulder Gay Liberation Collection","","Vol. 3, No. 3 of the Boulder Gay Record","Devised","","","","","","","","","","","","","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Informational works","http://id.loc.gov/authorities/genreForms/gf2014026113","editorials","http://vocab.getty.edu/page/aat/300026284","Boulder (Colo.)","Boulder Gay Liberation Front","1976-05-05","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","newsletters","http://vocab.getty.edu/page/aat/300026652","2 unnumbered pages","Volume 3, issue 3 of a student developed newsletter for the Boulder Gay Liberation Front student group. The title of the newsletter reads as, ""Boulder Gay Record."" This edition has an article about the Democratic Platform Committee Hearing in Denver, as well as LGBTQ+ demonstrations at Democratic Conventions nationwide.","","","College student newspapers and periodicals","http://id.worldcat.org/fast/867966","LGBTQ+ clubs","https://homosaurus.org/v3/homoit0000836","LGBTQ+ events","https://homosaurus.org/v3/homoit0000861","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_14_12.pdf","https://ark.colorado.edu/ark:/47540/9m9r5m79m4zz","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 14","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","78","1254252","5343","narv_BGL_COU193_01_14_12.pdf"
